ProjectName,IDPaper,ProjectType,Stars,Size,Forks,Commit Count,Contributors,Project Age,Activity Rate,ContributorNumber
nanoporetech/taiyaki,ID1,Applied,112,56131,40,768.0,10,2144,0.4126813541106932,10.0
nanoporetech/medaka,ID2,Applied,381,65040,72,1424.0,16,2787,0.5639603960396039,16.0
narsil/alphagozero,ID1,Applied,57,114,16,68.0,2,2644,0.0295267042987407,2.0
natsu6767/conditional-animegan,ID1,Applied,88,10344,9,38.0,1,2224,0.0210876803551609,1.0
natsu6767/generating-devanagari-using-draw,ID1,Applied,89,72081,16,28.0,1,2212,0.015233949945593,1.0
nearthlab/image-segmentation,ID1,Applied,61,37006,20,46.0,1,2166,0.0257126886528787,1.0
neerajj9/csrnet-keras,ID1,Applied,111,173527,45,58.0,2,2315,0.0282375851996105,2.0
nervanasystems/distiller,ID1,Applied,4309,42417,796,643.0,25,2466,0.291609977324263,25.0
nickledave/hybrid-vocal-classifier,ID1,Applied,24,444992,8,752.0,1,2940,0.2971157645199526,1.0
nicola-decao/s-vae-pytorch,ID1,Applied,337,28,58,23.0,6,2400,0.0108235294117647,6.0
nikhilcodes/virtualblu,ID1,Applied,57,189334,6,90.0,1,2099,0.0495049504950495,1.0
nimeshabuddhika/tensorflow-chatbot,ID1,Applied,152,68187,63,15.0,1,2575,0.0065217391304347,1.0
nlpathits/figet-hyperbolic-space,ID1,Applied,35,2912,1,13.0,1,2068,0.0072383073496659,1.0
nlpie/biomedicus,ID1,Applied,15,6964,6,264.0,2,2115,0.142471667566109,2.0
nok/sklearn-porter,ID1,Applied,1271,3050,166,1219.0,7,3137,0.4238525730180806,7.0
npatta01/web-deep-learning-classifier,ID1,Applied,134,19831,89,89.0,2,2273,0.0446787148594377,2.0
npuichigo/ttsflow,ID1,Applied,17,120637,6,12.0,1,2743,0.0057333970377448,1.0
nrcan/geo-deep-learning,ID1,Applied,147,110627,44,938.0,18,2330,0.4607072691552062,18.0
nrontsis/pilco,ID1,Applied,310,586,84,72.0,7,2416,0.0336448598130841,7.0
nshaud/deepnetsforeo,ID1,Applied,470,8963,171,54.0,2,2984,0.0198310686742563,2.0
nvlabs/munit,ID1,Applied,2619,6257,479,87.0,5,2491,0.0392422192151556,5.0
nyukat/breast_cancer_classifier,ID1,Applied,825,233191,257,16.0,3,2238,0.0081218274111675,3.0
octavian-ai/mac-graph,ID1,Applied,116,825,21,816.0,3,2393,0.4015748031496063,3.0
okfn-brasil/serenata-de-amor,ID1,Applied,4499,71003,669,2370.0,30,3132,0.8257839721254355,102.0
omar178/emotion-recognition,ID1,Applied,986,1999,356,67.0,5,2343,0.0322115384615384,5.0
opennmt/opennmt-py,ID1,Applied,6587,321643,2229,2891.0,30,2892,1.0992395437262357,170.0
oscarknagg/voicemap,ID1,Applied,166,3337,73,43.0,1,2336,0.0207729468599033,1.0
oswaldoludwig/seq2seq-chatbot-for-keras,ID1,Applied,331,404,98,57.0,1,2754,0.0229376257545271,1.0
otenim/ali-keras2,ID1,Applied,12,25,2,56.0,1,2650,0.0471777590564448,1.0
otenim/glcic-pytorch,ID1,Applied,269,7549,48,238.0,2,2471,0.1078875793291024,2.0
otenim/xception-with-your-own-dataset,ID1,Applied,58,236,32,76.0,1,2730,0.0315745741587037,1.0
paddlepaddle/models,ID2,Applied,6871,471099,2922,5067.0,30,2835,1.974668745128605,270.0
pailabteam/pailab,ID1,Applied,25,23150,2,930.0,6,2142,0.6652360515021459,6.0
paintception/deepchess,ID1,Applied,10,282,4,15.0,1,2628,0.0078864353312302,1.0
pbiecek/dalex,ID1,Applied,1328,836470,166,677.0,21,2531,0.2982378854625551,21.0
perslev/multiplanarunet,ID1,Applied,187,13399,41,352.0,2,2570,0.1527777777777778,2.0
petko-nikolov/pysemseg,ID1,Applied,38,139,7,121.0,1,2263,0.0610494450050454,1.0
pfindstudio/pdeep,ID1,Applied,31,66680,27,26.0,1,2363,0.0130391173520561,1.0
philip-huang/pixor,ID1,Applied,280,8752,59,28.0,2,2170,0.0147213459516298,2.0
philipperemy/keract,ID1,Applied,1035,4431,187,412.0,9,2808,0.1632329635499207,9.0
philipperemy/keras-tcn,ID1,Applied,1836,5999,447,521.0,14,2499,0.2333184057321988,14.0
philipperemy/deep-speaker,ID2,Applied,882,83477,239,368.0,5,2806,0.1445972495088408,5.0
pierluigiferrari/ssd_keras,ID1,Applied,1855,20185,938,418.0,1,2853,0.1612654320987654,1.0
plasticityai/magnitude,ID1,Applied,1612,74131,118,350.0,4,2525,0.1546619531595227,4.0
podgorskiy/gpnd,ID1,Applied,131,5985,31,69.0,1,2448,0.032409581963363,1.0
poldracklab/mriqc,ID1,Applied,282,128312,124,3648.0,30,3307,1.1984231274638633,43.0
potterhsu/svhnclassifier-pytorch,ID1,Applied,196,312,45,24.0,1,2853,0.0093494351382937,1.0
pppw/deep-learning-random-explore,ID1,Applied,194,3721,34,28.0,1,2287,0.0142784293727689,1.0
prateeksawhney97/behavioral-cloning-project-p4,ID1,Applied,24,24438,11,84.0,1,2220,0.0432098765432098,1.0
pshkrh/asl-py,ID1,Applied,3,88374,0,42.0,1,2181,0.0220241216570529,1.0
psipred/deepmetapsicov,ID1,Applied,19,84907,4,37.0,3,2197,0.0273871206513693,3.0
pulp-platform/pulp-dronet,ID1,Applied,473,15497,156,22.0,3,2116,0.0119305856832971,3.0
pyannote/pyannote-audio,ID1,Applied,5109,258492,700,2386.0,30,3244,0.7998659068052296,56.0
pymc-learn/pymc-learn,ID1,Applied,221,6605,23,38.0,1,2288,0.0198226395409494,1.0
pyro-ppl/funsor,ID1,Applied,233,2729,20,577.0,10,2185,0.3003643935450286,10.0
pyro-ppl/pyro,ID1,Applied,8373,87794,983,2472.0,30,2778,0.9821215733015496,145.0
pythoncharmers/maxentropy,ID1,Applied,38,10314,23,129.0,2,2761,0.0517864311521477,2.0
qdata/textattack,ID2,Applied,2768,26542,374,2705.0,30,1927,1.6236494597839135,55.0
quadflor/quadflor,ID1,Applied,34,13790,11,84.0,4,3094,0.0393258426966292,4.0
r9y9/deepvoice3_pytorch,ID1,Applied,1941,7107,482,221.0,11,2641,0.093013468013468,11.0
r9y9/nnsvs,ID2,Applied,660,12605,84,1502.0,4,1740,1.0162381596752368,4.0
rafellerc/pytorch-siamfc,ID1,Applied,603,30473,147,26.0,0,2299,0.0126520681265206,1.0
rafjaa/curso-mineracao-de-dados-aplicada,ID1,Applied,24,15204,4,34.0,1,2300,0.017008504252126,1.0
raviolli77/machinelearning_breastcancer_python,ID1,Applied,33,183495,26,322.0,3,2927,0.1223404255319148,3.0
rirnet/rirnet,ID1,Applied,8,132854,1,303.0,2,2341,0.4449339207048458,2.0
roboy/tss18-robotsinmusicalimprovisation,ID1,Applied,9,191412,0,128.0,4,2403,0.1739130434782608,4.0
rohanpillai20/image-classification-by-keras-and-tensorflow,ID1,Applied,83,42,60,42.0,2,2391,0.0198393953708077,2.0
rshrc/sales-forecast-ml,ID1,Applied,55,4753,14,68.0,4,2350,0.0343781597573306,4.0
rwightman/posenet-pytorch,ID1,Applied,297,39,96,23.0,2,2204,0.0118434603501544,2.0
rwightman/pytorch-image-models,ID2,Applied,29898,26066,4574,2269.0,30,2182,1.181155648099948,119.0
rykov8/ssd_keras,ID1,Applied,1101,3270,553,34.0,3,3002,0.0125184094256259,3.0
saltierl/saltie,ID1,Applied,153,83503,25,1119.0,18,2619,0.4833693304535637,18.0
samanyougarg/group-emotion-recognition,ID1,Applied,45,180475,24,45.0,2,2268,0.0240641711229946,2.0
santi-pdp/pase,ID1,Applied,436,10649,87,899.0,7,2262,0.4504008016032064,7.0
satinder147/attendance-using-face,ID1,Applied,199,153652,88,23.0,1,2326,0.0114257327372081,1.0
scikit-optimize/scikit-optimize,ID1,Applied,2726,9423,544,1570.0,30,3231,0.529868376645292,64.0
scottfreellc/alphapy,ID1,Applied,1056,34798,194,438.0,5,3266,0.1458055925432756,5.0
sebp/scikit-survival,ID1,Applied,1074,7936,206,1108.0,18,2950,0.4122023809523809,18.0
sedflix/deepcoherence,ID1,Applied,24,9956,2,19.0,1,2402,0.0119572057898049,1.0
seed-fe/face_recognition_using_opencv_keras_scikit-learn,ID1,Applied,63,113333,32,29.0,1,2327,0.014125669751583,1.0
seldonio/seldon-core,ID1,Applied,4225,239578,821,7326.0,30,2591,3.145556032632031,164.0
shadow-robot/smart_grasping_sandbox,ID1,Applied,82,12771,29,103.0,7,2988,0.0389561270801815,7.0
sharavsambuu/mongolian-text-classification,ID1,Applied,33,39595,10,194.0,2,2515,0.0879419764279238,2.0
shibing624/pycorrector,ID2,Applied,5216,52819,1064,889.0,19,2520,0.3935369632580788,19.0
shichenliu/condensenet,ID1,Applied,695,29,136,17.0,4,2676,0.0070656691604322,4.0
shreyambesh/traffic-rule-violation-detection-system,ID1,Applied,287,246559,135,28.0,2,2482,0.0126410835214446,2.0
shubhtuls/factored3d,ID1,Applied,177,16497,27,46.0,3,2617,0.0206093189964157,3.0
silburt/deepmoon,ID1,Applied,115,23738,43,96.0,2,2616,0.0407816482582837,2.0
simonfqy/padme,ID1,Applied,42,17496,16,365.0,2,2624,0.1600877192982456,2.0
sintef/pysilcam,ID1,Applied,8,5929,1,1393.0,9,1751,0.995,9.0
sintefneodroid/agent,ID1,Applied,8,23170,6,232.0,3,2739,0.1183673469387755,3.0
sleyai/biomedical-segmentation-with-pytorch,ID1,Applied,17,5513,2,22.0,1,2382,0.0105263157894736,1.0
slundberg/shap,ID1,Applied,21698,277951,3173,2659.0,30,2984,0.9764965112008814,191.0
snakeztc/neuraldialog-larl,ID1,Applied,144,23239,26,18.0,1,2235,0.0094290204295442,1.0
songhengyang/face_landmark_factory,ID1,Applied,136,306902,40,54.0,2,2140,0.0292841648590021,2.0
sparshasaha/hand-gesture-recognition-using-background-elllimination-and-convolution-neural-network,ID1,Applied,141,205912,58,38.0,2,2326,0.0185637518319491,2.0
srihari-humbarwadi/deeplabv3_plus-tensorflow2.0,ID1,Applied,165,139689,45,49.0,1,2194,0.0294825511432009,1.0
sshleifer/object_detection_kitti,ID1,Applied,27,171998,19,1295.0,30,2689,0.578383206788745,230.0
stanfordnlp/stanza,ID2,Applied,7059,85492,870,4447.0,30,2676,1.842170671085336,51.0
stevexyz/slymlego,ID1,Applied,8,23268,5,62.0,1,2588,0.0324607329842931,1.0
stomioka/sdtm_mapper,ID1,Applied,44,19166,24,50.0,1,2419,0.0235294117647058,1.0
svip-lab/planarreconstruction,ID1,Applied,355,837,83,21.0,3,2159,0.0111702127659574,3.0
taolei87/sru,ID1,Applied,28,974,6,400.0,15,1230,0.4504504504504504,15.0
tasoc/starclass,ID1,Applied,20,88234,9,676.0,8,2348,0.3495346432264736,8.0
tbepler/topaz,ID1,Applied,163,116254,64,283.0,8,2635,0.1197630131189166,8.0
tdeboissiere/supernnova,ID1,Applied,10,4623,5,57.0,1,2198,0.0387228260869565,1.0
ternaus/robot-surgery-segmentation,ID1,Applied,617,338957,211,198.0,5,2536,0.0873015873015873,5.0
tfunck/minc_keras,ID1,Applied,12,91062,15,244.0,3,2712,0.1193154034229828,3.0
theislab/scgen,ID1,Applied,247,72368,52,422.0,12,2248,0.2134547293879615,12.0
thomaskuestner/cnnart,ID1,Applied,24,49775,17,636.0,13,2639,0.2699490662139219,13.0
timothyyu/ml_monorepo,ID1,Applied,71,910665,40,83.0,1,2183,0.0433194154488517,1.0
titu1994/densenet,ID1,Applied,706,20772,297,59.0,5,2998,0.0219005196733481,5.0
to-aoki/my-pytorch-bert,ID1,Applied,10,24671,4,315.0,1,2155,0.2195121951219512,1.0
tobybreckon/fire-detection-cnn,ID1,Applied,525,3602,168,266.0,5,2361,0.1270903010033444,5.0
trainingbypackt/beginning-application-development-with-tensorflow-and-keras,ID1,Applied,43,3818,57,17.0,3,2526,0.0080302314596126,3.0
tramac/fast-scnn-pytorch,ID1,Applied,373,8925,91,69.0,1,2131,0.0370171673819742,1.0
ttaoretw/tacotron-pytorch,ID1,Applied,107,69393,24,25.0,1,2324,0.0128932439401753,1.0
ttgump/scdeepcluster,ID1,Applied,96,1323776,33,64.0,1,2390,0.0301034807149576,1.0
twonki/medusa,ID1,Applied,5,92084,1,275.0,3,2292,0.1756066411238825,3.0
tympanix/subsync,ID1,Applied,138,479,16,70.0,2,2500,0.0312919088064371,2.0
ucloud/uai-sdk,ID1,Applied,33,96668,27,334.0,8,2830,0.1740489838457529,8.0
ultralytics/yolov3,ID1,Applied,10010,10253,3436,2807.0,30,2342,1.3488707352234504,45.0
ultralytics/xview-yolov3,ID2,Applied,245,62893,60,916.0,5,2417,0.4266418258034467,5.0
ultralytics/yolov5,ID2,Applied,47147,15452,15608,2802.0,30,1711,1.932413793103448,328.0
uptake/autofocus,ID1,Applied,54,101873,30,276.0,11,2313,0.1350954478707782,11.0
vergeml/vergeml,ID1,Applied,338,7530,14,126.0,5,2279,0.063063063063063,5.0
vgtomahawk/charmanteau-camready,ID1,Applied,10,68832,3,19.0,2,2760,0.008,2.0
viraja1/crack_detection,ID1,Applied,29,381242,13,19.0,1,2094,0.0103711790393013,1.0
vita-epfl/openpifpaf,ID1,Applied,77,124505,21,1746.0,10,1270,1.740777666999003,10.0
vita-epfl/monoloco,ID2,Applied,416,109030,80,297.0,4,2082,0.1640883977900552,4.0
vliu15/dialogue-seq2seq,ID1,Applied,33,23608,11,240.0,3,2187,0.1458966565349544,3.0
vowpalwabbit/vowpal_wabbit,ID1,Applied,8406,163476,1927,10415.0,30,5655,1.9308490915832408,216.0
voxelmorph/voxelmorph,ID1,Applied,2164,132391,567,585.0,13,2446,0.2677345537757437,13.0
vshantam/age-prediction,ID1,Applied,30,75895,9,53.0,1,2533,0.0235450910706352,1.0
windqaq/listen-attend-and-spell,ID1,Applied,90,138,32,29.0,0,2428,0.0138955438428366,1.0
wkentaro/fcn,ID1,Applied,218,20953,97,699.0,5,3188,0.2565137614678899,5.0
wkentaro/pytorch-fcn,ID1,Applied,1722,33537,479,319.0,3,2898,0.1210166919575113,3.0
wmylxmj/anime-super-resolution,ID1,Applied,138,301096,33,74.0,1,2095,0.04052573932092,1.0
wmylxmj/pix2pix-keras,ID1,Applied,106,337005,22,104.0,1,2159,0.0555555555555555,1.0
wondonghyeon/face-classification,ID1,Applied,150,20998,53,12.0,1,2513,0.0054347826086956,1.0
wuhuikai/gp-gan,ID1,Applied,448,18909,93,45.0,4,2864,0.0173745173745173,4.0
wy1iu/sphereface,ID1,Applied,1575,8422,545,93.0,2,2745,0.0374697824335213,2.0
wynmew/faceattribute,ID1,Applied,137,43,41,22.0,1,2568,0.0096153846153846,1.0
x-datainitiative/tick,ID1,Applied,469,55078,102,419.0,16,2975,0.1543846720707443,16.0
xcyan/neurips18_hierchical_image_manipulation,ID1,Applied,68,110,21,65.0,2,2171,0.0354416575790621,2.0
xiadingz/video-caption.pytorch,ID1,Applied,397,100901,128,77.0,4,2573,0.0336391437308868,4.0
xuezhemax/neuronlp2,ID1,Applied,440,788,89,700.0,1,2776,0.2860645688598283,1.0
xvjiarui/gcnet,ID1,Applied,1175,3281,166,562.0,30,2100,0.3057671381936888,35.0
xxxalice/enginessl,ID1,Applied,17,4564,8,573.0,2,2309,0.2984375,2.0
yandexdataschool/idao-2019-muon-id,ID1,Applied,24,1099,16,22.0,1,2271,0.0140485312899106,1.0
yassinealouini/kaggle-tools,ID1,Applied,31,433,13,42.0,1,3204,0.0146648044692737,1.0
ydixon/yolo_v3,ID1,Applied,83,352876,39,102.0,1,2426,0.055646481178396,1.0
yerevann/mimic3-benchmarks,ID1,Applied,771,17301,320,273.0,11,3059,0.0977443609022556,11.0
yongxuustc/sednn,ID1,Applied,332,5831,126,86.0,2,2591,0.0371329879101899,2.0
yongzhuo/nlp_xiaojiang,ID1,Applied,1512,24490,395,146.0,1,2116,0.079004329004329,1.0
yoshida-lab/xenonpy,ID1,Applied,131,44635,57,693.0,7,2563,0.3011734028683181,7.0
yselivonchyk/tensorflow_whatwhereautoencoder,ID1,Applied,39,93,17,15.0,2,2885,0.0097276264591439,2.0
yuewang-cuhk/hashtaggeneration,ID1,Applied,28,10529,5,18.0,2,2077,0.0102974828375286,2.0
yuliangxiu/mobilepose-pytorch,ID1,Applied,627,38842,148,141.0,6,2569,0.0614111498257839,6.0
yunyang1994/cuda-tutorial,ID1,Applied,362,27071,111,649.0,1,2309,0.3277777777777778,1.0
yuzcccc/vqa-mfb,ID1,Applied,183,540,41,55.0,1,2753,0.0222401940962393,1.0
z-zheng/simplecv,ID1,Applied,62,409,12,496.0,1,2235,0.2575285565939771,1.0
zake7749/deeptoxic,ID1,Applied,194,280,70,12.0,1,2498,0.0054054054054054,1.0
zeusees/mobilenet-ssd-license-plate-detection,ID1,Applied,1162,72425,398,56.0,2,2611,0.0238500851788756,2.0
zhaipro/easy12306,ID1,Applied,2877,235,741,56.0,2,3594,0.0168421052631578,2.0
zhou13/lcnn,ID1,Applied,476,2487,91,38.0,3,2087,0.0212053571428571,3.0
zhouyanasd/dl-nc,ID1,Applied,37,69475,9,1397.0,1,3101,0.4920746741810496,1.0
zixuanweeei/atec-sim,ID1,Applied,17,66840,4,16.0,1,2314,0.0081632653061224,1.0
zlsh80826/image-caption-tf,ID1,Applied,17,17927,1,29.0,1,2242,0.0204657727593507,1.0
zukako0930/street2shoptriplet,ID1,Applied,16,2314787,7,94.0,1,2409,0.0495519240906694,1.0
zuoxingdong/lagom,ID1,Applied,373,100579,31,703.0,3,2590,0.3188208616780045,3.0
zvtvz/zvt,ID1,Applied,2996,43807,842,796.0,30,2121,0.4279569892473118,54.0
zwx8981/dbcnn-pytorch,ID1,Applied,204,4725,31,45.0,1,2194,0.0232919254658385,1.0
aisolab/nlp_classification,ID2,Applied,232,246630,42,383.0,3,2127,0.2113686534216335,3.0
1989ryan/semantic_slam,ID2,Tool,282,92294,51,117.0,1,2140,0.0632432432432432,1.0
asappresearch/sru,ID2,Applied,2098,1030,307,400.0,15,2705,0.1644060830250719,15.0
as-ideas/transformertts,ID2,Applied,1102,26615,220,623.0,5,1764,0.4150566289140573,5.0
autorope/donkeycar,ID2,Applied,3017,92252,1272,2191.0,30,2966,0.8099815157116451,111.0
black0017/medicalzoopytorch,ID2,Applied,1617,64378,292,122.0,4,2011,0.0697940503432494,4.0
calamari-ocr/calamari,ID2,Applied,1020,57468,210,442.0,17,2501,0.1976744186046511,17.0
calico/basenji,ID2,Applied,373,159774,119,1999.0,6,2759,0.8005606728073689,6.0
clementpinard/sfmlearner-pytorch,ID2,Applied,995,6917,224,132.0,6,2653,0.0551839464882943,6.0
corentinj/real-time-voice-cloning,ID2,Applied,50876,369676,8553,297.0,15,2069,0.1642699115044247,15.0
fizyr/keras-retinanet,ID2,Applied,4365,13796,1975,1149.0,30,2719,0.4674532139951179,76.0
hasanirtiza/pedestron,ID2,Applied,679,67930,157,884.0,30,1775,0.5842696629213483,46.0
hunglc007/tensorflow-yolov4-tflite,ID2,Applied,2225,202388,1233,159.0,11,1735,0.1079429735234216,11.0
hysts/pytorch_image_classification,ID2,Applied,1317,3516,298,185.0,1,2602,0.0793650793650793,1.0
iskandr/fancyimpute,ID2,Applied,1237,293,176,202.0,11,3367,0.065203357004519,11.0
jantic/deoldify,ID2,Applied,17613,71379,2513,518.0,30,2276,0.2570719602977667,37.0
joe-siyuan-qiao/detectors,ID2,Applied,1131,9274,179,816.0,30,1702,0.570230607966457,97.0
kerlomz/captcha_platform,ID2,Applied,662,1636,235,174.0,2,2326,0.0846715328467153,2.0
kipoi/kipoi,ID2,Applied,229,74183,40,1333.0,19,2758,0.5617361989043405,19.0
kwotsin/mimicry,ID2,Applied,602,17811,63,168.0,1,1759,0.1125251172136637,1.0
liberai/nspm,ID2,Applied,220,11123,86,177.0,13,2715,0.07371928363182,13.0
loseall/videosuperresolution,ID2,Applied,1576,9477,296,456.0,2,2425,0.2116991643454039,2.0
machine-learning-apps/issue-label-bot,ID2,Applied,324,10754,85,172.0,7,2134,0.0919294494922501,7.0
magenta/ddsp,ID2,Applied,2779,16656,325,470.0,27,1836,0.2997448979591837,27.0
magenta/magenta,ID2,Applied,18941,37955,3726,1421.0,30,3185,0.4859781121751026,142.0
megviidetection/video_analyst,ID2,Applied,812,7229,175,771.0,5,1858,0.4849056603773585,5.0
mittagessen/kraken,ID2,Applied,649,29931,121,2106.0,24,3537,0.6430534351145039,24.0
mlperf/inference,ID2,Applied,1088,469115,490,1542.0,30,2324,0.7474551623848764,99.0
mlperf/training,ID2,Applied,1556,84431,538,335.0,30,2492,0.1502242152466367,55.0
mpariente/asteroid,ID2,Applied,2118,6165,416,915.0,30,1924,0.5505415162454874,51.0
mrgiovanni/modelsgenesis,ID2,Applied,722,23093,139,271.0,7,2010,0.1559263521288837,7.0
open-mmlab/mmfashion,ID2,Applied,1210,15713,279,259.0,5,1917,0.1564009661835748,5.0
open-mmlab/mmskeleton,ID2,Applied,2856,95585,1022,663.0,9,2620,0.2810512929207291,9.0
openseg-group/openseg.pytorch,ID2,Applied,1175,1333,139,231.0,3,2194,0.1198132780082987,3.0
osmr/imgclsmob,ID2,Applied,2923,17240,559,2508.0,3,2390,1.178017848755284,3.0
priya-dwivedi/deep-learning,ID2,Applied,3336,434995,2499,195.0,1,3081,0.0691734657680028,1.0
ria-com/nomeroff-net,ID2,Applied,446,948295,154,1421.0,8,2236,0.7209538305428717,8.0
sergionr2/racingrobot,ID2,Applied,216,4482,92,301.0,2,2769,0.1224572823433686,2.0
spurslipu/yolov3-modelcompression-multidatasettraining-multibackbone,ID2,Applied,444,47566,135,438.0,5,1857,0.2796934865900383,5.0
tamu-vita/deblurganv2,ID2,Applied,981,67633,258,133.0,7,1993,0.0767898383371824,7.0
tianxiaomo/pytorch-yolov4,ID2,Applied,4439,2447,1485,261.0,24,1734,0.1771894093686354,24.0
tianzhi0549/fcos,ID2,Applied,3243,8901,631,296.0,30,2115,0.1596548004314994,61.0
tristandeleu/pytorch-maml-rl,ID2,Applied,799,4947,156,227.0,4,2462,0.1032757051865332,4.0
tristandeleu/pytorch-meta,ID2,Applied,1934,1133,252,382.0,9,2242,0.1928319030792529,9.0
vespa-engine/sample-apps,ID2,Applied,283,367087,97,4426.0,30,2717,1.802117263843648,52.0
wjmaddox/swa_gaussian,ID2,Applied,426,40705,79,346.0,7,2422,0.1610051186598418,7.0
yehengchen/object-detection-and-tracking,ID2,Applied,1799,177287,752,531.0,3,2107,0.2876489707475623,3.0
zhanghang1989/pytorch-encoding,ID2,Applied,2026,21710,450,118.0,9,2813,0.0463108320251177,9.0
zqpei/deep_sort_pytorch,ID2,Applied,2708,24287,713,166.0,16,2311,0.0810151293313811,17.0
